id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,revenue_cagr_5yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,composite_quality_score,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,broad_sector,sub_sector,index_weight_pct,market_cap_category,free_cash_flow,fcf_conversion_rate,capex_intensity,capex_category,capital_allocation,cfo_quality,distress_alert
85,ADANIENSOL,2015,-35.0,-1864.0,1902.0,3.0,131,29,101.0,78.0,3,73,37,-5,34.0,-7,0.0,0.0,1090.0,-7.0,9701.0,708.0,11492.0,10573.0,10.0,0.0,909.0,11492.0,-5.34,78.0,-0.65,8.9575,1.4247,0.0114,-1899.0,1864.0,0.0,0.0994,0.0,9701.0,-35.0,,,,,,,,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,Energy,Power & Utilities,0.65,Large Cap,-1899.0,-1880.2,1422.9,Capital Intensive,Growth Funded by Debt,High Quality,Distress
89,ADANIENSOL,2019,2591.0,-3050.0,38.0,-421.0,7305,4528,2778.0,38.0,336,1391,882,840,33.0,559,5.0,0.0,1100.0,6943.0,20137.0,4379.0,32558.0,24412.0,694.0,336.0,7117.0,32558.0,7.649999999999999,38.0,6.950000000000001,2.5037,2.2387,0.2244,-459.0,3050.0,5.0,0.7312,0.0,20137.0,2591.0,,,,,,,,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,Energy,Power & Utilities,0.65,Large Cap,-459.0,-16.52,41.75,Capital Intensive,Mixed,High Quality,Watchlist
90,ADANIENSOL,2020,5437.0,-5643.0,1250.0,1045.0,11416,7158,4258.0,37.0,261,2238,1174,1107,36.0,706,7.0,0.0,1100.0,7399.0,24246.0,6966.0,39711.0,24924.0,2212.0,313.0,12262.0,39711.0,6.18,37.0,8.309999999999999,2.8528,2.0192,0.2875,-206.0,5643.0,7.0,0.7726,0.0,24246.0,5437.0,,,,,,,,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,Energy,Power & Utilities,0.65,Large Cap,-206.0,-4.84,49.43,Capital Intensive,Mixed,High Quality,Watchlist
91,ADANIENSOL,2021,3784.0,-4009.0,-745.0,-969.0,9926,5976,3950.0,40.0,1115,2117,1329,1620,20.0,1290,11.0,0.0,1100.0,7819.0,27095.0,7219.0,43234.0,26987.0,5255.0,442.0,10550.0,43234.0,13.0,40.0,14.46,3.0379,2.3925,0.2296,-225.0,4009.0,11.0,0.8108,0.0,27095.0,3784.0,,,,,,,,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,Energy,Power & Utilities,0.65,Large Cap,-225.0,-5.7,40.39,Capital Intensive,Reinvestor,High Quality,Watchlist
93,ADANIENSOL,2023,3777.0,-4699.0,923.0,2.0,13293,8775,4518.0,34.0,1583,2781,1608,1712,25.0,1281,11.0,0.0,1115.0,10634.0,34270.0,7913.0,53932.0,32645.0,6200.0,1370.0,13716.0,53932.0,9.64,34.0,10.9,2.9168,2.1938,0.2465,-922.0,4699.0,11.0,1.0537,0.0,34270.0,3777.0,,,,,,,,"https://m.economictimes.com/thumb/msid-117371599,width-1200,height-900,resizemode-4,imgsize-5642/the-growth-story-remains-intact-for-adani-energy-solutions-says-jefferies.jpg",Adani Energy Solutions Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIENSOL,"AESL, part of the Adani portfolio, is a multidimensional organization with presence in various facets of the energy domain, namely power transmission, distribution, smart metering, and cooling solutions. AESL is India's largest private transmission company",https://www.adanienergysolutions.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENSOL,https://www.bseindia.com/stock-share-price/adani-energy-solutions-ltd/ADANIENSOL/539254/,10.0,175.0,9.0,8.59,Energy,Power & Utilities,0.65,Large Cap,-922.0,-20.41,35.35,Capital Intensive,Mixed,High Quality,Watchlist
95,ADANIENT,2013,7666.0,-14790.0,7199.0,75.0,46375,40354,6021.0,13.0,1775,3492,2298,2005,39.0,1218,15.0,10.0,110.0,21286.0,69332.0,21143.0,111871.0,48770.0,29248.0,323.0,33529.0,111871.0,2.63,13.0,5.69,3.2404,2.2325,0.4145,-7124.0,14790.0,15.0,19.4509,10.0,69332.0,7666.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIENT.png,Adani Enterprises Ltd,https://in.tradingview.com/chart/?symbol=ADANIENT,"Adani Enterprises Ltd is an Indian multinational public company and a subsidiary of Adani Group. It is headquartered in Ahmedabad and has business interests in coal mining and trading, airport operations, edible oils, road, rail and water infrastructure, data centers, hydrocarbon exploration, defence and aerospace, multimodal logistics, and agro commodities.",https://www.adanienterprises.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENT,https://www.bseindia.com/stock-share-price/adani-enterprises-ltd/adanient/512,1.0,363.0,11.6,13.64,Industrials,Conglomerates,1.5,Large Cap,-7124.0,-118.32,31.89,Capital Intensive,Mixed,High Quality,Watchlist
97,ADANIENT,2015,8532.0,-11465.0,3445.0,512.0,64465,52015,12450.0,19.0,792,7056,3522,2663,14.0,2298,18.0,8.0,110.0,25618.0,83571.0,21420.0,130718.0,83834.0,6733.0,744.0,39407.0,130718.0,3.56,19.0,8.93,3.2483,1.8767,0.4932,-2933.0,11465.0,18.0,23.3891,8.0,83571.0,8532.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIENT.png,Adani Enterprises Ltd,https://in.tradingview.com/chart/?symbol=ADANIENT,"Adani Enterprises Ltd is an Indian multinational public company and a subsidiary of Adani Group. It is headquartered in Ahmedabad and has business interests in coal mining and trading, airport operations, edible oils, road, rail and water infrastructure, data centers, hydrocarbon exploration, defence and aerospace, multimodal logistics, and agro commodities.",https://www.adanienterprises.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIENT,https://www.bseindia.com/stock-share-price/adani-enterprises-ltd/adanient/512,1.0,363.0,11.6,13.64,Industrials,Conglomerates,1.5,Large Cap,-2933.0,-23.56,17.78,Capital Intensive,Mixed,High Quality,Watchlist
107,ADANIGREEN,2017,28.0,-1511.0,1559.0,76.0,502,98,403.0,80.0,80,334,333,-184,-75.0,-47,0.0,0.0,1274.0,-71.0,4347.0,610.0,6160.0,4341.0,267.0,26.0,1525.0,6160.0,-9.36,80.0,-3.91,3.6135,1.4461,0.0815,-1483.0,1511.0,0.0,0.0944,0.0,4347.0,28.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-1483.0,-367.99,301.0,Capital Intensive,Mixed,Accrual Risk,Distress
108,ADANIGREEN,2018,649.0,-4428.0,3942.0,162.0,1480,637,843.0,57.0,42,552,543,-210,-35.0,-138,-1.0,0.0,1564.0,-223.0,9864.0,4503.0,15709.0,9120.0,1725.0,87.0,4777.0,15709.0,-9.32,57.0,-10.29,7.3557,1.6033,0.0942,-3779.0,4428.0,-1.0,0.0857,0.0,9864.0,649.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-3779.0,-448.28,299.19,Capital Intensive,Mixed,Accrual Risk,Watchlist
109,ADANIGREEN,2019,1625.0,-2666.0,1045.0,3.0,2058,532,1526.0,74.0,73,1121,1062,-585,-19.0,-475,-3.0,0.0,1564.0,369.0,11142.0,1582.0,14658.0,10388.0,743.0,77.0,3449.0,14658.0,-23.08,74.0,-24.57,5.7641,1.4264,0.1404,-1041.0,2666.0,-3.0,0.1236,0.0,11142.0,1625.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-1041.0,-68.22,129.54,Capital Intensive,Mixed,Accrual Risk,Distress
110,ADANIGREEN,2020,1965.0,-3743.0,2161.0,383.0,2549,1098,1450.0,57.0,-111,995,394,-50,23.0,-68,0.0,0.0,1564.0,793.0,14866.0,1201.0,18424.0,12554.0,1208.0,476.0,4186.0,18424.0,-2.67,57.0,-2.89,6.3072,1.3457,0.1384,-1778.0,3743.0,0.0,0.1507,0.0,14866.0,1965.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-1778.0,-122.62,146.84,Capital Intensive,Mixed,Accrual Risk,Distress
111,ADANIGREEN,2021,1601.0,-9137.0,7083.0,-453.0,3124,883,2241.0,72.0,391,1953,486,193,6.0,182,1.0,0.0,1564.0,636.0,24209.0,2283.0,28692.0,16429.0,4452.0,502.0,7309.0,28692.0,5.83,72.0,8.27,11.0041,1.3477,0.1089,-7536.0,9137.0,1.0,0.1407,0.0,24209.0,1601.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-7536.0,-336.28,292.48,Capital Intensive,Mixed,Accrual Risk,Distress
112,ADANIGREEN,2022,3127.0,-18730.0,15986.0,383.0,5133,1621,3512.0,68.0,507,2617,849,553,12.0,489,3.0,0.0,1564.0,1050.0,52832.0,3508.0,58954.0,28452.0,19999.0,574.0,10029.0,58954.0,9.53,68.0,18.71,20.2112,1.5357,0.0871,-15603.0,18730.0,3.0,0.1671,0.0,52832.0,3127.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-15603.0,-444.28,364.89,Capital Intensive,Mixed,Accrual Risk,Watchlist
113,ADANIGREEN,2023,7265.0,-3857.0,-2973.0,435.0,7776,2806,4970.0,64.0,667,2911,1300,1426,32.0,973,6.0,0.0,1584.0,5720.0,54223.0,5382.0,66909.0,48336.0,5291.0,1149.0,12133.0,66909.0,12.51,64.0,13.32,7.4237,1.9364,0.1162,3408.0,3857.0,6.0,0.4611,0.0,54223.0,7265.0,,,,,,,,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,3408.0,68.57,49.6,Capital Intensive,Reinvestor,Accrual Risk,Watchlist
114,ADANIGREEN,2024,7713.0,-21060.0,13953.0,606.0,9220,1902,7318.0,79.0,1262,5006,1903,1671,25.0,1260,7.0,0.0,1584.0,8250.0,64858.0,13394.0,88086.0,62284.0,6427.0,1515.0,17860.0,88086.0,13.67,79.0,12.81,6.5953,1.7139,0.1047,-13347.0,21060.0,7.0,0.6208,0.0,64858.0,7713.0,34.98,,,TURNAROUND,,TURNAROUND,10.0,https://mkt.in/static/mkt-icons/nifty100/ADANIGREEN.png,Adani Green Energy Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIGREEN,"Adani Green Energy Limited, incorporated in 2015, is a holding company of several subsidiaries carrying business of renewable power generation within the group and is primarily involved in renewable power generation and other ancillary activities.",http://www.adanigreenenergy.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIGREEN,https://www.bseindia.com/stock-share-price/adani-green-energy-ltd/ADANIGREEN/541450/,10.0,67.0,96.5,14.7,Energy,Renewable Energy,1.23,Large Cap,-13347.0,-182.39,228.42,Capital Intensive,Mixed,Accrual Risk,Watchlist
127,ADANIPOWER,2013,3001.0,-4064.0,861.0,-203.0,6692,5732,960.0,14.0,215,1703,1290,-1818,26.0,-2295,-10.0,0.0,2393.0,1900.0,41795.0,8599.0,54688.0,29089.0,18976.0,22.0,6600.0,54688.0,-34.29,14.0,-53.45999999999999,9.7356,0.69,0.1224,-1063.0,4064.0,-10.0,0.1794,0.0,41795.0,3001.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,-1063.0,-110.73,60.73,Capital Intensive,Mixed,Accrual Risk,Distress
128,ADANIPOWER,2014,3238.0,-4700.0,1631.0,169.0,15328,10735,4593.0,30.0,137,4162,1937,-1370,-79.0,-291,-1.0,0.0,2872.0,3671.0,44150.0,8045.0,58739.0,46365.0,3660.0,115.0,8599.0,58739.0,-1.9,30.0,-4.45,6.7477,1.1365,0.261,-1462.0,4700.0,-1.0,0.2278,0.0,44150.0,3238.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,-1462.0,-31.83,30.66,Capital Intensive,Mixed,Accrual Risk,Distress
129,ADANIPOWER,2015,5824.0,-4737.0,-1144.0,-58.0,18683,14005,4678.0,25.0,1188,4864,1818,-816,0.0,-816,-3.0,0.0,2872.0,2853.0,44742.0,8008.0,58474.0,45080.0,191.0,357.0,12846.0,58474.0,-4.37,25.0,-14.25,7.8152,1.206,0.3195,1087.0,4737.0,-3.0,0.1993,0.0,44742.0,5824.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,1087.0,23.24,25.35,Capital Intensive,Reinvestor,Accrual Risk,Watchlist
130,ADANIPOWER,2016,5257.0,-2692.0,-2713.0,-148.0,25377,16575,8802.0,35.0,-201,5560,2666,375,-47.0,551,2.0,0.0,3334.0,4134.0,52729.0,15597.0,75794.0,56941.0,88.0,0.0,18765.0,75794.0,2.17,35.0,7.380000000000001,7.0607,1.5469,0.3348,2565.0,2692.0,2.0,0.224,0.0,52729.0,5257.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,2565.0,29.14,10.61,Capital Intensive,Reinvestor,Accrual Risk,Watchlist
131,ADANIPOWER,2017,4725.0,-1212.0,-3539.0,-26.0,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,3857.0,-857.0,52484.0,16027.0,71511.0,54391.0,125.0,164.0,16831.0,71511.0,-27.3,26.0,-205.8,17.4947,0.3921,0.3163,3513.0,1212.0,-16.0,0.0778,0.0,52484.0,4725.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,3513.0,58.75,5.36,Moderate,Reinvestor,Accrual Risk,Watchlist
132,ADANIPOWER,2018,5101.0,-520.0,-4600.0,-19.0,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,3857.0,-2968.0,52835.0,15804.0,69528.0,52137.0,120.0,0.0,17271.0,69528.0,-10.36,27.0,-236.56,59.4319,1.1113,0.292,4581.0,520.0,-5.0,0.023,0.0,52835.0,5101.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,4581.0,84.27,2.56,Asset Light,Reinvestor,Accrual Risk,Watchlist
133,ADANIPOWER,2019,5610.0,-984.0,-4663.0,-37.0,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,3857.0,3855.0,46980.0,13293.0,67985.0,50419.0,350.0,3.0,17213.0,67985.0,-4.12,21.0,-12.76,6.0918,1.3136,0.3513,4626.0,984.0,-3.0,0.1999,0.0,46980.0,5610.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,4626.0,92.84,4.12,Moderate,Reinvestor,Accrual Risk,Watchlist
134,ADANIPOWER,2020,5598.0,-2304.0,-2377.0,917.0,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,3857.0,2624.0,55199.0,13346.0,75025.0,55846.0,2347.0,3.0,16830.0,75025.0,-8.6,22.0,-35.09999999999999,8.517,1.1396,0.3528,3294.0,2304.0,-6.0,0.168,0.0,55199.0,5598.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,3294.0,57.45,8.7,Capital Intensive,Reinvestor,Accrual Risk,Watchlist
135,ADANIPOWER,2021,7014.0,-2188.0,-5655.0,-828.0,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,3857.0,9256.0,52519.0,13175.0,78806.0,52851.0,6439.0,20.0,19495.0,78806.0,4.84,33.0,9.69,4.0051,2.0754,0.3327,4826.0,2188.0,3.0,0.34,0.0,52519.0,7014.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,4826.0,55.55,8.34,Capital Intensive,Reinvestor,Accrual Risk,Watchlist
136,ADANIPOWER,2022,10233.0,774.0,-10338.0,669.0,27711,17830,9881.0,36.0,3908,4095,3118,6577,25.0,4912,13.0,0.0,3857.0,14600.0,49145.0,14379.0,81981.0,53274.0,10270.0,183.0,18254.0,81981.0,17.73,36.0,26.61,2.6627,3.3673,0.338,11007.0,774.0,13.0,0.4785,0.0,49145.0,10233.0,,,,,,,,"https://mkt.in/static/mkt-icons/nifty100/ADANIPOWER.png
",Adani Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AADANIPOWER,"Adani Power (APL), a part of the diversified Adani Group, is the largest private thermal power producer in India. The co along with its subsidiaries sell power generated from these projects under a combination of long term Power Purchase Agreements, Short term PPA and on merchant basis",http://www.adani.com/,https://www.nseindia.com/get-quotes/equity?symbol=ADANIPOWER,https://www.bseindia.com/stock-share-price/adani-power-ltd/ADANIPOWER/533096/,10.0,145.0,32.2,57.1,Energy,Power & Utilities,3.01,Large Cap,11007.0,111.4,2.79,Asset Light,Liquidating Assets,Accrual Risk,Watchlist
